,iterations,replicate,variable,value
0,3000.000000000001,0.0,kld,1.875895825347719
1,3000.000000000001,1.0,kld,1.648827412730344
2,3000.000000000001,2.0,kld,1.9961998690508405
3,3000.000000000001,3.0,kld,2.4207523272963387
4,3000.000000000001,4.0,kld,2.047684453459768
5,3000.000000000001,5.0,kld,1.7386173482650658
6,3000.000000000001,6.0,kld,1.6730061569559176
7,3000.000000000001,7.0,kld,1.763866017477624
8,3000.000000000001,8.0,kld,1.931025128270877
9,3000.000000000001,9.0,kld,1.704119826171147
10,3563.0196569403606,0.0,kld,2.0310450396968047
11,3563.0196569403606,1.0,kld,1.7938439265114967
12,3563.0196569403606,2.0,kld,1.6099414330654058
13,3563.0196569403606,3.0,kld,1.4242203748911333
14,3563.0196569403606,4.0,kld,1.5061864374291627
15,3563.0196569403606,5.0,kld,1.890278642801158
16,3563.0196569403606,6.0,kld,1.8732592732191868
17,3563.0196569403606,7.0,kld,1.833402399691674
18,3563.0196569403606,8.0,kld,1.7999628403162973
19,3563.0196569403606,9.0,kld,2.023997597998449
20,4231.7030252478,0.0,kld,1.916693150175972
21,4231.7030252478,1.0,kld,1.626960260307328
22,4231.7030252478,2.0,kld,1.882469504895206
23,4231.7030252478,3.0,kld,1.711603794923374
24,4231.7030252478,4.0,kld,1.6885718364721383
25,4231.7030252478,5.0,kld,1.6319844787679898
26,4231.7030252478,6.0,kld,1.75957387221192
27,4231.7030252478,7.0,kld,1.6978038742343196
28,4231.7030252478,8.0,kld,1.5022154395179843
29,4231.7030252478,9.0,kld,1.8247230789852518
30,5025.880353763971,0.0,kld,1.6823987538021807
31,5025.880353763971,1.0,kld,1.643634148432179
32,5025.880353763971,2.0,kld,1.5843186794096744
33,5025.880353763971,3.0,kld,1.7411702691983866
34,5025.880353763971,4.0,kld,1.6735454039817954
35,5025.880353763971,5.0,kld,1.5689801710539855
36,5025.880353763971,6.0,kld,1.6262591586388773
37,5025.880353763971,7.0,kld,1.6019747862530318
38,5025.880353763971,8.0,kld,1.5996420236927031
39,5025.880353763971,9.0,kld,1.6211531284695355
40,5969.103497963797,0.0,kld,1.644489571849404
41,5969.103497963797,1.0,kld,1.7869123571524845
42,5969.103497963797,2.0,kld,1.7753532874243376
43,5969.103497963797,3.0,kld,1.7611284622793115
44,5969.103497963797,4.0,kld,1.8675437465846794
45,5969.103497963797,5.0,kld,2.192363767529685
46,5969.103497963797,6.0,kld,1.6517085478268525
47,5969.103497963797,7.0,kld,1.7284752435509612
48,5969.103497963797,8.0,kld,1.4735490962320408
49,5969.103497963797,9.0,kld,1.6008255723296583
50,7089.3443658521555,0.0,kld,1.61758782607501
51,7089.3443658521555,1.0,kld,1.683749323835583
52,7089.3443658521555,2.0,kld,1.7669225577303527
53,7089.3443658521555,3.0,kld,1.9357586471410002
54,7089.3443658521555,4.0,kld,1.6128345642871618
55,7089.3443658521555,5.0,kld,1.5551329241282525
56,7089.3443658521555,6.0,kld,1.531118069772528
57,7089.3443658521555,7.0,kld,1.674127996255332
58,7089.3443658521555,8.0,kld,1.6548448996870118
59,7089.3443658521555,9.0,kld,1.912620747154461
60,8419.824443450205,0.0,kld,1.895171867683104
61,8419.824443450205,1.0,kld,1.7362204532036962
62,8419.824443450205,2.0,kld,1.7148129713957774
63,8419.824443450205,3.0,kld,1.7976075487179393
64,8419.824443450205,4.0,kld,1.4614612113226748
65,8419.824443450205,5.0,kld,1.7925713482153665
66,8419.824443450205,6.0,kld,1.7601528127881063
67,8419.824443450205,7.0,kld,1.6281961698508223
68,8419.824443450205,8.0,kld,1.774330784488182
69,8419.824443450205,9.0,kld,1.7288642352983947
70,10000.0,0.0,kld,1.58711756323674
71,10000.0,1.0,kld,1.4600039486603427
72,10000.0,2.0,kld,1.7516350040232367
73,10000.0,3.0,kld,1.6859863547142018
74,10000.0,4.0,kld,1.8278076294757533
75,10000.0,5.0,kld,1.4513744293666617
76,10000.0,6.0,kld,1.968789793838856
77,10000.0,7.0,kld,1.3328290521136745
78,10000.0,8.0,kld,1.4698437666571835
79,10000.0,9.0,kld,1.5016474128317658
80,3000.000000000001,0.0,ess,4.956564346766334
81,3000.000000000001,1.0,ess,5.811700301708772
82,3000.000000000001,2.0,ess,7.183490403507544
83,3000.000000000001,3.0,ess,6.41200399086583
84,3000.000000000001,4.0,ess,6.85817477734612
85,3000.000000000001,5.0,ess,5.515998676076636
86,3000.000000000001,6.0,ess,5.432421681384369
87,3000.000000000001,7.0,ess,5.787721394876394
88,3000.000000000001,8.0,ess,6.646378873137744
89,3000.000000000001,9.0,ess,7.1190598451495735
90,3563.0196569403606,0.0,ess,9.246517560617674
91,3563.0196569403606,1.0,ess,6.037014804653165
92,3563.0196569403606,2.0,ess,5.600711979389432
93,3563.0196569403606,3.0,ess,7.852323601117414
94,3563.0196569403606,4.0,ess,5.962031081797488
95,3563.0196569403606,5.0,ess,5.6523608606614015
96,3563.0196569403606,6.0,ess,5.085825671265967
97,3563.0196569403606,7.0,ess,5.266421015060304
98,3563.0196569403606,8.0,ess,6.065394796969325
99,3563.0196569403606,9.0,ess,7.9767576472093
100,4231.7030252478,0.0,ess,6.49801171893486
101,4231.7030252478,1.0,ess,8.502391521092997
102,4231.7030252478,2.0,ess,7.131189160779695
103,4231.7030252478,3.0,ess,5.123067569908228
104,4231.7030252478,4.0,ess,8.196081627780345
105,4231.7030252478,5.0,ess,5.467852678677732
106,4231.7030252478,6.0,ess,7.448288306938797
107,4231.7030252478,7.0,ess,6.281925417017049
108,4231.7030252478,8.0,ess,4.886676864276528
109,4231.7030252478,9.0,ess,6.218005325154873
110,5025.880353763971,0.0,ess,6.189085829869087
