,iterations,replicate,variable,value
0,1000.0,0.0,distance,0.053517431751781364
1,1000.0,1.0,distance,0.026632078147097893
2,1000.0,2.0,distance,0.06469755354536166
3,1000.0,3.0,distance,0.039279999638521024
4,1000.0,4.0,distance,0.06308294263867342
5,1000.0,5.0,distance,0.06315174793396106
6,1000.0,6.0,distance,0.04398219432481176
7,1000.0,7.0,distance,0.05296419639144889
8,1000.0,8.0,distance,0.015194848178853082
9,1000.0,9.0,distance,0.08100857255319382
10,1258.4989506418272,0.0,distance,0.019179597215667865
11,1258.4989506418272,1.0,distance,0.06205634381537006
12,1258.4989506418272,2.0,distance,0.03895216991378714
13,1258.4989506418272,3.0,distance,0.04487108965799591
14,1258.4989506418272,4.0,distance,0.05154580607679882
15,1258.4989506418272,5.0,distance,0.033916938433433685
16,1258.4989506418272,6.0,distance,0.03848820851964896
17,1258.4989506418272,7.0,distance,0.03920314096028621
18,1258.4989506418272,8.0,distance,0.037864894937117644
19,1258.4989506418272,9.0,distance,0.06717172896094525
20,1583.8196087665788,0.0,distance,0.055292459403690986
21,1583.8196087665788,1.0,distance,0.04353245366608871
22,1583.8196087665788,2.0,distance,0.006691282472989113
23,1583.8196087665788,3.0,distance,0.0531454275912302
24,1583.8196087665788,4.0,distance,0.03945584620625686
25,1583.8196087665788,5.0,distance,0.020088232500304892
26,1583.8196087665788,6.0,distance,0.03984580597541587
27,1583.8196087665788,7.0,distance,0.021671349862009803
28,1583.8196087665788,8.0,distance,0.033058962084579924
29,1583.8196087665788,9.0,distance,0.015855755400755123
30,1993.2353156386887,0.0,distance,0.06372485002416695
31,1993.2353156386887,1.0,distance,0.032199531562380646
32,1993.2353156386887,2.0,distance,0.02544247831785107
33,1993.2353156386887,3.0,distance,0.030202141901174873
34,1993.2353156386887,4.0,distance,0.036831709486298214
35,1993.2353156386887,5.0,distance,0.0197994021512915
36,1993.2353156386887,6.0,distance,0.020501260074446193
37,1993.2353156386887,7.0,distance,0.0402147363742027
38,1993.2353156386887,8.0,distance,0.018828405056950603
39,1993.2353156386887,9.0,distance,0.016292597890177896
40,2508.4845531135184,0.0,distance,0.02971441003202946
41,2508.4845531135184,1.0,distance,0.0356459329434653
42,2508.4845531135184,2.0,distance,0.01040171143457358
43,2508.4845531135184,3.0,distance,0.0500782403183575
44,2508.4845531135184,4.0,distance,0.007281890836466021
45,2508.4845531135184,5.0,distance,0.04242085797893558
46,2508.4845531135184,6.0,distance,0.004910478436229604
47,2508.4845531135184,7.0,distance,0.01417924413630367
48,2508.4845531135184,8.0,distance,0.020697218403069595
49,2508.4845531135184,9.0,distance,0.09452292307586374
50,3156.925177794596,0.0,distance,0.042273454466154714
51,3156.925177794596,1.0,distance,0.020573460736819982
52,3156.925177794596,2.0,distance,0.012985040159015804
53,3156.925177794596,3.0,distance,0.03166555232382717
54,3156.925177794596,4.0,distance,0.005661688694369782
55,3156.925177794596,5.0,distance,0.050414570238032086
56,3156.925177794596,6.0,distance,0.011614866915995115
57,3156.925177794596,7.0,distance,0.008323258984711979
58,3156.925177794596,8.0,distance,0.036077997946549534
59,3156.925177794596,9.0,distance,0.04189542778450339
60,3972.987023509263,0.0,distance,0.02827335439289258
61,3972.987023509263,1.0,distance,0.005809783419544745
62,3972.987023509263,2.0,distance,0.029369584637928825
63,3972.987023509263,3.0,distance,0.015261284106287354
64,3972.987023509263,4.0,distance,0.01567388988196139
65,3972.987023509263,5.0,distance,0.02180014247196982
66,3972.987023509263,6.0,distance,0.021449847817885725
67,3972.987023509263,7.0,distance,0.030639336689540553
68,3972.987023509263,8.0,distance,0.005115083584520397
69,3972.987023509263,9.0,distance,0.032959730777995744
70,4999.999999999999,0.0,distance,0.013771966747575748
71,4999.999999999999,1.0,distance,0.03484812891384048
72,4999.999999999999,2.0,distance,0.00889622382641686
73,4999.999999999999,3.0,distance,0.01367188848983103
74,4999.999999999999,4.0,distance,0.0219307089815739
75,4999.999999999999,5.0,distance,0.009079649489142305
76,4999.999999999999,6.0,distance,0.014568208084472123
77,4999.999999999999,7.0,distance,0.014602747831101048
78,4999.999999999999,8.0,distance,0.009149077676818385
79,4999.999999999999,9.0,distance,0.0038913938125492153
80,1000.0,0.0,ess,7.955974298670058
81,1000.0,1.0,ess,7.4720208898978075
82,1000.0,2.0,ess,6.963173604729263
83,1000.0,3.0,ess,10.636340366056524
84,1000.0,4.0,ess,7.13998484950254
85,1000.0,5.0,ess,10.18504548868535
86,1000.0,6.0,ess,9.469997481666452
87,1000.0,7.0,ess,10.824994899537543
88,1000.0,8.0,ess,8.584324991042322
89,1000.0,9.0,ess,10.522554446945204
90,1258.4989506418272,0.0,ess,10.006588884958079
91,1258.4989506418272,1.0,ess,9.79705600253505
92,1258.4989506418272,2.0,ess,9.046625092196269
93,1258.4989506418272,3.0,ess,8.819944809664674
94,1258.4989506418272,4.0,ess,9.033173211225614
95,1258.4989506418272,5.0,ess,9.725945561684648
96,1258.4989506418272,6.0,ess,11.393149487912686
97,1258.4989506418272,7.0,ess,8.141658928214776
98,1258.4989506418272,8.0,ess,10.374362478964333
99,1258.4989506418272,9.0,ess,9.267797281979204
100,1583.8196087665788,0.0,ess,15.599253591643588
101,1583.8196087665788,1.0,ess,13.350457999910084
102,1583.8196087665788,2.0,ess,12.311906351197923
103,1583.8196087665788,3.0,ess,12.862786974296549
104,1583.8196087665788,4.0,ess,9.647900221136656
105,1583.8196087665788,5.0,ess,12.682864232270243
106,1583.8196087665788,6.0,ess,14.872954423911969
107,1583.8196087665788,7.0,ess,14.659304188536751
